nu_ano;co_ies;co_uf_curso;nu_idade;tp_sexo;ano_fim_2g;ano_in_grad;tp_pres;tp_pr_ger;tp_pr_ob_fg;tp_pr_di_fg;tp_pr_ob_ce;tp_pr_di_ce;tp_sfg_d1;tp_sfg_d2;tp_sce_d1;tp_sce_d2;tp_sce_d3;nt_obj_fg;nt_fg_d1_pt;nt_fg_d1_ct;nt_fg_d1;nt_fg_d2_pt;nt_fg_d2_ct;nt_fg_d2;nt_dis_fg;nt_fg;nt_obj_ce;nt_ce_d1;nt_ce_d2;nt_ce_d3;nt_dis_ce;nt_ce;nt_ger
2014;3;28;27;F;2004;2010;555;555;555;333;555;333;333;333;333;333;333;62.5;0;0;0;0;0;0;0;37.5;57.1;0;0;0;0;48.5;45.8
2014;3;28;23;F;2008;2010;555;555;555;555;555;555;555;555;555;555;555;62.5;55;100;91;55;45;47;69;65.1;57.1;35;50;60;48.3;55.8;58.1
2014;3;28;23;M;2008;2010;555;555;555;555;555;333;555;333;333;333;333;62.5;65;100;93;0;0;0;46.5;56.1;52.4;0;0;0;0;44.5;47.4
2014;3;28;25;F;2006;2010;555;555;555;333;555;333;333;333;333;333;333;12.5;0;0;0;0;0;0;0;7.5;33.3;0;0;0;0;28.3;23.1
2014;4;13;22;F;2009;2010;555;555;555;555;555;555;555;555;555;555;555;100;75;75;75;60;100;92;83.5;93.4;57.1;55;30;10;31.7;53.3;63.3
2014;4;13;23;M;2009;2010;555;555;555;555;555;555;555;333;555;333;333;62.5;60;0;12;0;0;0;6;39.9;42.9;10;0;0;3.3;37;37.7
2014;4;13;23;F;2009;2010;555;555;555;555;555;555;555;555;333;555;333;75;55;80;75;55;65;63;69;72.6;66.7;0;20;0;6.7;57.7;61.4
2014;4;13;22;F;2009;2010;555;555;555;555;555;555;555;555;555;555;555;75;65;65;65;65;80;77;71;73.4;76.2;25;20;50;31.7;69.5;70.5
2014;4;13;23;M;2009;2010;555;555;555;555;555;555;555;555;333;555;555;87.5;65;50;53;80;65;68;60.5;76.7;47.6;0;25;10;11.7;42.2;50.8
2014;4;13;25;F;2007;2010;555;555;555;555;555;555;555;555;555;555;555;62.5;65;100;93;80;45;52;72.5;66.5;66.7;0;20;20;13.3;58.7;60.7
2014;4;13;23;F;2008;2010;555;555;555;555;555;555;555;555;555;555;555;75;90;45;54;80;100;96;75;75;66.7;55;30;10;31.7;61.5;64.9
2014;4;13;22;F;2009;2010;555;555;555;555;555;555;555;555;336;555;555;50;90;65;70;40;35;36;53;51.2;61.9;0;10;0;3.3;53.1;52.6
2014;4;13;22;M;2009;2010;555;555;555;555;555;555;555;555;333;555;333;62.5;60;40;44;30;80;70;57;60.3;61.9;0;15;0;5;53.4;55.1
2014;4;13;21;F;2009;2010;555;555;555;555;555;555;555;555;555;555;555;100;80;100;96;90;30;42;69;87.6;61.9;30;70;10;36.7;58.1;65.5
